"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-01","2021","01","01","†","1.0","","-3.5","","-1.3","","19.3","","0.0","","13.8","","5.0","","21.4","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-02","2021","01","02","†","1.5","","-1.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-03","2021","01","03","†","2.5","","-1.0","","0.8","","17.2","","0.0","","0.0","T","1.8","","2.4","","3","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-04","2021","01","04","†","2.0","","-0.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-05","2021","01","05","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.8","","0.2","","1.0","","4","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-06","2021","01","06","†","2.5","","-0.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-07","2021","01","07","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-08","2021","01","08","†","-1.5","","-7.0","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-09","2021","01","09","†","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-10","2021","01","10","†","1.0","","-5.5","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-11","2021","01","11","†","1.0","","-4.5","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-12","2021","01","12","†","0.0","","-2.5","","-1.3","","19.3","","0.0","","0.0","T","0.0","T","0.0","T","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-13","2021","01","13","†","2.5","","-1.5","","0.5","","17.5","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-14","2021","01","14","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-15","2021","01","15","†","5.5","","0.5","","3.0","","15.0","","0.0","","3.8","","0.0","","3.8","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-16","2021","01","16","†","4.5","","-1.5","","1.5","","16.5","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-17","2021","01","17","†","4.5","","-0.5","","2.0","","16.0","","0.0","","0.0","","0.4","","0.4","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-18","2021","01","18","†","1.5","","-1.5","","0.0","","18.0","","0.0","","0.0","","2.6","","1.4","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-19","2021","01","19","†","2.0","","-3.5","","-0.8","","18.8","","0.0","","0.0","","1.2","","0.6","","3","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-20","2021","01","20","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","","2","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-21","2021","01","21","†","4.5","","-5.5","","-0.5","","18.5","","0.0","","0.0","T","0.0","T","0.0","T","2","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-22","2021","01","22","†","0.0","","-4.5","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2021-01-23","2021","01","23","†","-3.0","","-9.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
