"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-15","2023","01","15","†","0.0","","-12.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-16","2023","01","16","†","0.0","","-8.0","","-4.0","","22.0","","0.0","","1.4","","0.0","T","1.4","","6","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-17","2023","01","17","†","5.5","","-3.0","","1.3","","16.7","","0.0","","1.0","","0.0","","1.0","","6","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-18","2023","01","18","†","4.5","","3.0","","3.8","","14.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-19","2023","01","19","†","3.5","","1.5","","2.5","","15.5","","0.0","","11.8","","0.0","","11.8","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-20","2023","01","20","†","4.0","","0.5","","2.3","","15.7","","0.0","","0.6","","0.0","T","0.6","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-21","2023","01","21","†","0.5","","-1.0","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-22","2023","01","22","†","1.0","","-0.5","","0.3","","17.7","","0.0","","0.0","","6.0","","4.4","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-23","2023","01","23","†","1.0","","-2.5","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","","6","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-24","2023","01","24","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.0","","4","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-25","2023","01","25","†","2.0","","-3.0","","-0.5","","18.5","","0.0","","0.6","","13.8","","15.6","","1","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-26","2023","01","26","†","0.0","","-3.5","","-1.8","","19.8","","0.0","","0.0","","0.6","","0.4","","13","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-27","2023","01","27","†","2.0","","-3.5","","-0.8","","18.8","","0.0","","0.0","","0.2","","0.4","","12","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-28","2023","01","28","†","2.5","","-2.5","","0.0","","18.0","","0.0","","0.0","T","0.2","","0.2","","11","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-29","2023","01","29","†","3.5","","-2.5","","0.5","","17.5","","0.0","","2.7","","0.0","T","2.7","","8","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-30","2023","01","30","†","-1.0","","-5.5","","-3.3","","21.3","","0.0","","0.0","","1.0","","0.6","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-01-31","2023","01","31","†","-3.5","","-11.5","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-01","2023","02","01","†","-3.0","","-13.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-02","2023","02","02","†","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","0.4","","0.2","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-03","2023","02","03","†","-12.0","","-15.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-04","2023","02","04","†","2.0","","-16.5","","-7.3","","25.3","","0.0","","0.0","","0.4","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-05","2023","02","05","†","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","T","0.0","","0.0","T","6","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-06","2023","02","06","†","0.5","","-2.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-07","2023","02","07","†","7.5","","-4.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-08","2023","02","08","†","8.5","","0.0","","4.3","","13.7","","0.0","","0.8","","0.0","","0.8","","1","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-09","2023","02","09","†","7.0","","-1.5","","2.8","","15.2","","0.0","","29.8","","0.0","","29.8","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-10","2023","02","10","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-11","2023","02","11","†","2.5","","-2.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-12","2023","02","12","†","9.5","","-1.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-13","2023","02","13","†","11.0","","-2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-14","2023","02","14","†","10.5","","-1.5","","4.5","","13.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-15","2023","02","15","†","16.0","","4.0","","10.0","","8.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-16","2023","02","16","†","4.0","","0.5","","2.3","","15.7","","0.0","","16.5","","1.0","","18.3","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-17","2023","02","17","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.2","","1","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-18","2023","02","18","†","3.5","","-8.0","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-19","2023","02","19","†","10.5","","1.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-20","2023","02","20","†","6.5","","2.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-21","2023","02","21","†","9.0","","-3.0","","3.0","","15.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-22","2023","02","22","†","-0.5","","-3.5","","-2.0","","20.0","","0.0","","0.4","","8.8","","27.4","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-23","2023","02","23","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.4","","0.0","T","0.6","","8","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-24","2023","02","24","†","-2.5","","-7.5","","-5.0","","23.0","","0.0","","0.0","","0.2","","0.0","","8","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-25","2023","02","25","†","0.5","","-8.5","","-4.0","","22.0","","0.0","","0.0","","0.4","","0.2","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-26","2023","02","26","†","6.5","","-3.5","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-27","2023","02","27","†","0.5","","-6.0","","-2.8","","20.8","","0.0","","2.8","","9.8","","15.2","","7","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-02-28","2023","02","28","†","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","T","0.0","","0.0","T","14","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-01","2023","03","01","†","4.5","","-2.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-02","2023","03","02","†","5.5","","-0.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-03","2023","03","03","†","2.5","","-2.5","","0.0","","18.0","","0.0","","6.6","","18.4","","43.6","","11","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-04","2023","03","04","†","8.0","","-1.0","","3.5","","14.5","","0.0","","0.0","T","0.2","","0.2","","27","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-05","2023","03","05","†","9.5","","-0.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-06","2023","03","06","†","2.5","","-3.5","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.2","","18","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-07","2023","03","07","†","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-08","2023","03","08","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-09","2023","03","09","†","4.5","","-2.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-10","2023","03","10","†","0.0","","-2.0","","-1.0","","19.0","","0.0","","0.0","","21.4","","23.4","","16","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-11","2023","03","11","†","1.5","","-2.5","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-12","2023","03","12","†","2.0","","-2.5","","-0.3","","18.3","","0.0","","0.0","","1.6","","1.0","","32","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-13","2023","03","13","†","2.5","","-2.0","","0.3","","17.7","","0.0","","0.0","","0.8","","0.6","","32","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-14","2023","03","14","†","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","","31","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-15","2023","03","15","†","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-16","2023","03","16","†","9.5","","-0.5","","4.5","","13.5","","0.0","","6.0","","0.0","","6.0","","30","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-17","2023","03","17","†","8.0","","2.5","","5.3","","12.7","","0.0","","5.0","","0.0","T","5.2","","20","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-18","2023","03","18","†","3.5","","-5.5","","-1.0","","19.0","","0.0","","0.0","","1.0","","0.4","","15","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-19","2023","03","19","†","3.0","","-7.0","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","","16","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-20","2023","03","20","†","6.5","","-1.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-21","2023","03","21","†","11.5","","2.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-22","2023","03","22","†","8.5","","0.5","","4.5","","13.5","","0.0","","1.4","","0.0","","1.4","","8","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-23","2023","03","23","†","9.5","","3.0","","6.3","","11.7","","0.0","","5.6","","0.0","","5.6","","2","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-24","2023","03","24","†","5.0","","-1.0","","2.0","","16.0","","0.0","","4.2","","0.0","","4.2","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-25","2023","03","25","†","11.0","","0.0","","5.5","","12.5","","0.0","","11.1","","0.0","T","11.1","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-26","2023","03","26","†","12.0","","1.0","","6.5","","11.5","","0.0","","3.0","","0.0","","3.0","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-27","2023","03","27","†","3.0","","1.5","","2.3","","15.7","","0.0","","1.0","","0.0","T","1.2","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-28","2023","03","28","†","8.5","","0.0","","4.3","","13.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-29","2023","03","29","†","10.5","","-2.0","","4.3","","13.7","","0.0","","0.4","","0.6","","1.6","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-30","2023","03","30","†","4.5","","-6.5","","-1.0","","19.0","","0.0","","0.8","","0.0","T","0.8","","0","T","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-03-31","2023","03","31","†","11.0","","-2.0","","4.5","","13.5","","0.0","","31.3","","0.0","","31.3","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-01","2023","04","01","†","16.5","","3.0","","9.8","","8.2","","0.0","","5.2","","0.0","","5.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-02","2023","04","02","†","4.5","","-3.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-03","2023","04","03","†","17.5","","-0.5","","8.5","","9.5","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-04","2023","04","04","†","9.0","","5.0","","7.0","","11.0","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-05","2023","04","05","†","15.5","","3.5","","9.5","","8.5","","0.0","","22.9","","0.0","","22.9","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-06","2023","04","06","†","12.0","","6.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-07","2023","04","07","†","6.5","","0.0","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-08","2023","04","08","†","4.5","","-3.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-09","2023","04","09","†","9.5","","-0.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-10","2023","04","10","†","19.5","","1.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-11","2023","04","11","†","23.5","","6.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-12","2023","04","12","†","28.0","","12.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-13","2023","04","13","†","28.5","","12.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-14","2023","04","14","†","29.0","","10.5","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-15","2023","04","15","†","19.0","","8.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-16","2023","04","16","†","22.5","","10.5","","16.5","","1.5","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-17","2023","04","17","†","9.5","","2.5","","6.0","","12.0","","0.0","","3.0","","0.0","T","3.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-18","2023","04","18","†","6.5","","2.0","","4.3","","13.7","","0.0","","0.0","T","0.0","T","0.4","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-19","2023","04","19","†","10.0","","1.5","","5.8","","12.2","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-20","2023","04","20","†","7.5","","3.5","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-21","2023","04","21","†","19.5","","4.0","","11.8","","6.2","","0.0","","12.7","","0.0","","12.7","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-22","2023","04","22","†","12.0","","6.5","","9.3","","8.7","","0.0","","9.3","","0.0","","9.3","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-23","2023","04","23","†","11.0","","4.0","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-24","2023","04","24","†","9.0","","3.5","","6.3","","11.7","","0.0","","2.2","","0.0","T","2.4","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-25","2023","04","25","†","10.5","","2.0","","6.3","","11.7","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-26","2023","04","26","†","11.0","","2.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-27","2023","04","27","†","10.5","","1.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-28","2023","04","28","†","9.5","","4.0","","6.8","","11.2","","0.0","","7.7","","0.0","","7.7","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-29","2023","04","29","†","14.0","","6.5","","10.3","","7.7","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-04-30","2023","04","30","†","13.5","","8.5","","11.0","","7.0","","0.0","","7.2","","0.0","","7.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-01","2023","05","01","†","11.0","","4.5","","7.8","","10.2","","0.0","","2.9","","0.0","","2.9","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-02","2023","05","02","†","8.5","","2.0","","5.3","","12.7","","0.0","","9.7","","0.0","","9.7","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-03","2023","05","03","†","9.5","","2.5","","6.0","","12.0","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-04","2023","05","04","†","13.5","","6.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-05","2023","05","05","†","13.0","","6.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-06","2023","05","06","†","17.0","","5.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-07","2023","05","07","†","14.0","","8.5","","11.3","","6.7","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-08","2023","05","08","†","20.0","","7.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-09","2023","05","09","†","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-10","2023","05","10","†","22.5","","4.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-11","2023","05","11","†","27.5","","9.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-12","2023","05","12","†","29.0","","12.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-13","2023","05","13","†","23.5","","13.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-14","2023","05","14","†","16.5","","9.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-15","2023","05","15","†","24.5","","4.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-16","2023","05","16","†","24.0","","9.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-17","2023","05","17","†","11.5","","3.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-18","2023","05","18","†","13.0","","2.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-19","2023","05","19","†","24.0","","4.5","","14.3","","3.7","","0.0","","15.6","","0.0","","15.6","","0","","","","",""
"-79.56","43.18","GRIMSBY MOUNTAIN","6133055","2023-05-20","2023","05","20","†","18.0","","12.5","","15.3","","2.7","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
