Date,Temperature(¡æ£©,,,
2/21/2021,-8.383,,,
2/22/2021,-1.6175,,,
2/23/2021,0.10825,,,
2/24/2021,1.35725,,,
2/25/2021,-3.786,,,
2/26/2021,-3.0665,,,
2/27/2021,0.513,,,
2/28/2021,0.432,,,
3/1/2021,-2.0565,,,
3/2/2021,-7.77025,,,
3/3/2021,-0.0335,,,
3/4/2021,-5.97425,,,
3/5/2021,-6.308,,,
3/6/2021,-7.04775,,,
3/7/2021,-8.04575,,,
3/8/2021,-2.3845,,,
3/9/2021,2.211,,,
3/10/2021,5.27125,,,
3/11/2021,12.66575,,,
3/12/2021,2.906,,,
3/13/2021,-1.46875,,,
3/14/2021,-0.93375,,,
3/15/2021,-5.61775,,,
3/16/2021,-0.8495,,,
3/17/2021,3.52825,,,
3/18/2021,2.86475,,,
3/19/2021,-1.2535,,,
3/20/2021,4.871,,,
3/21/2021,6.693,,,
3/22/2021,8.34325,,,
3/23/2021,9.40175,,,
3/24/2021,9.649,,,
3/25/2021,10.489,,,
3/26/2021,5.63325,,,
3/27/2021,4.94275,,,
3/28/2021,4.846,,,
3/29/2021,1.3435,,,
3/30/2021,8.1225,,,
3/31/2021,8.418,,,
4/1/2021,-1.694,,,
4/2/2021,-2.0485,,,
4/3/2021,1.23125,,,
4/4/2021,5.39875,,,
4/5/2021,6.81975,,,
4/6/2021,7.979,,,
4/7/2021,9.78375,,,
4/8/2021,12.5435,,,
4/9/2021,12.7535,,,
4/10/2021,13.2775,,,
4/11/2021,12.90125,,,
4/12/2021,8.1325,,,
4/13/2021,9.40875,,,
4/14/2021,8.7955,,,
4/15/2021,4.22375,,,
4/16/2021,3.689,,,
4/17/2021,5.96925,,,
4/18/2021,7.67225,,,
4/19/2021,7.9435,,,
4/20/2021,2.651,,,
4/21/2021,0.2805,,,
4/22/2021,1.1105,,,
4/23/2021,6.8,,,
4/24/2021,10.11725,,,
4/25/2021,6.57375,,,
4/26/2021,3.79075,,,
4/27/2021,7.92,,,
4/28/2021,11.65475,,,
4/29/2021,9.736,,,
4/30/2021,6.64475,,,
5/1/2021,6.14175,,,
5/2/2021,12.023,,,
5/3/2021,8.8865,,,
5/4/2021,8.82675,,,
5/5/2021,8.14525,,,
5/6/2021,7.13075,,,
5/7/2021,6.90125,,,
5/8/2021,6.82875,,,
5/9/2021,6.50275,,,
5/10/2021,6.25475,,,
5/11/2021,4.38225,,,
5/12/2021,8.556,,,
5/13/2021,11.243,,,
5/14/2021,12.61125,,,
5/15/2021,13.22325,,,
5/16/2021,14.009,,,
5/17/2021,15.48025,,,
5/18/2021,17.99525,,,
5/19/2021,19.0865,,,
5/20/2021,19.34425,,,
5/21/2021,21.68175,,,
5/22/2021,20.855,,,
5/23/2021,18.3515,,,
5/24/2021,15.05525,,,
5/25/2021,20.392,,,
5/26/2021,18.96675,,,
5/27/2021,10.4145,,,
5/28/2021,4.22575,,,
5/29/2021,8.08325,,,
5/30/2021,11.214,,,
5/31/2021,14.0335,,,
6/1/2021,17.12525,,,
6/2/2021,16.82325,,,
6/3/2021,17.00475,,,
6/4/2021,19.4115,,,
6/5/2021,22.51375,,,
6/6/2021,23.859,,,
6/7/2021,23.22025,,,
6/8/2021,22.523,,,
6/9/2021,22.9585,,,
6/10/2021,19.6275,,,
6/11/2021,19.01125,,,
6/12/2021,18.97375,,,
6/13/2021,19.78675,,,
6/14/2021,16.96325,,,
6/15/2021,15.2595,,,
6/16/2021,13.0255,,,
6/17/2021,16.193,,,
6/18/2021,18.8395,,,
6/19/2021,20.582,,,
6/20/2021,19.434,,,
6/21/2021,18.85225,,,
6/22/2021,13.279,,,
6/23/2021,15.09975,,,
6/24/2021,20.782,,,
6/25/2021,20.5355,,,
6/26/2021,22.1105,,,
6/27/2021,24.8795,,,
6/28/2021,24.9415,,,
6/29/2021,23.71575,,,
6/30/2021,22.75475,,,
7/1/2021,18.952,,,
7/2/2021,16.15425,,,
7/3/2021,17.92,,,
7/4/2021,19.219,,,
7/5/2021,22.6365,,,
7/6/2021,25.0275,,,
7/7/2021,19.4465,,,
7/8/2021,14.8715,,,
7/9/2021,16.83975,,,
7/10/2021,18.317,,,
7/11/2021,17.31575,,,
7/12/2021,18.52675,,,
7/13/2021,20.69075,,,
7/14/2021,22.50775,,,
7/15/2021,22.49525,,,
7/16/2021,19.237,,,
7/17/2021,16.99825,,,
7/18/2021,21.96825,,,
7/19/2021,22.96625,,,
7/20/2021,22.04675,,,
7/21/2021,16.85825,,,
7/22/2021,18.52275,,,
7/23/2021,19.49975,,,
7/24/2021,20.123,,,
7/25/2021,22.41175,,,
7/26/2021,23.0755,,,
7/27/2021,20.0285,,,
7/28/2021,19.567,,,
7/29/2021,18.853,,,
7/30/2021,16.59025,,,
7/31/2021,15.292,,,
8/1/2021,16.31025,,,
8/2/2021,17.58375,,,
8/3/2021,19.151,,,
8/4/2021,20.615,,,
8/5/2021,21.3165,,,
8/6/2021,21.9255,,,
8/7/2021,22.5845,,,
8/8/2021,22.578,,,
8/9/2021,24.51075,,,
8/10/2021,23.7075,,,
8/11/2021,25.27375,,,
8/12/2021,24.111,,,
8/13/2021,23.02975,,,
8/14/2021,18.343,,,
8/15/2021,17.15425,,,
8/16/2021,19.19425,,,
8/17/2021,21.927,,,
8/18/2021,22.57075,,,
8/19/2021,22.8725,,,
8/20/2021,23.04225,,,
8/21/2021,24.3,,,
8/22/2021,24.93775,,,
8/23/2021,24.5495,,,
8/24/2021,24.085,,,
8/25/2021,25.46925,,,
8/26/2021,25.22925,,,
8/27/2021,21.587,,,
8/28/2021,22.42,,,
8/29/2021,24.20675,,,
8/30/2021,22.2365,,,
8/31/2021,19.302,,,
9/1/2021,17.65525,,,
9/2/2021,14.97675,,,
9/3/2021,15.1685,,,
9/4/2021,17.60575,,,
9/5/2021,19.71375,,,
9/6/2021,16.589,,,
9/7/2021,17.7705,,,
9/8/2021,18.67575,,,
9/9/2021,14.8815,,,
9/10/2021,15.34325,,,
9/11/2021,18.90625,,,
9/12/2021,21.3035,,,
9/13/2021,16.05075,,,
9/14/2021,19.87625,,,
9/15/2021,17.68825,,,
9/16/2021,16.263,,,
9/17/2021,18.8625,,,
9/18/2021,17.82075,,,
9/19/2021,14.14175,,,
9/20/2021,16.75925,,,
9/21/2021,20.8725,,,
9/22/2021,14.8605,,,
9/23/2021,13.1825,,,
9/24/2021,12.3045,,,
9/25/2021,13.1965,,,
9/26/2021,12.3705,,,
9/27/2021,16.55175,,,
9/28/2021,11.60225,,,
9/29/2021,12.04825,,,
9/30/2021,10.02775,,,
10/1/2021,11.79175,,,
10/2/2021,17.55625,,,
10/3/2021,17.4395,,,
10/4/2021,14.4165,,,
10/5/2021,15.56675,,,
10/6/2021,15.00425,,,
10/7/2021,16.15475,,,
10/8/2021,16.512,,,
10/9/2021,17.174,,,
10/10/2021,16.822,,,
10/11/2021,18.20625,,,
10/12/2021,17.86,,,
10/13/2021,16.6285,,,
10/14/2021,17.02975,,,
10/15/2021,16.92475,,,
10/16/2021,11.9235,,,
10/17/2021,9.901,,,
10/18/2021,7.65075,,,
10/19/2021,11.195,,,
10/20/2021,14.43525,,,
10/21/2021,14.3555,,,
10/22/2021,6.569,,,
10/23/2021,5.12525,,,
10/24/2021,7.0365,,,
10/25/2021,6.9585,,,
10/26/2021,4.699,,,
10/27/2021,9.06425,,,
10/28/2021,7.69325,,,
10/29/2021,10.0515,,,
10/30/2021,7.9665,,,
10/31/2021,9.9355,,,
11/1/2021,6.34625,,,
11/2/2021,3.125,,,
11/3/2021,1.8695,,,
11/4/2021,1.82525,,,
11/5/2021,2.51275,,,
11/6/2021,4.21825,,,
11/7/2021,7.17775,,,
11/8/2021,10.597,,,
11/9/2021,9.718,,,
11/10/2021,6.88375,,,
11/11/2021,8.3005,,,
11/12/2021,9.25725,,,
11/13/2021,3.5265,,,
11/14/2021,1.94525,,,
11/15/2021,1.8265,,,
11/16/2021,2.33175,,,
11/17/2021,6.003,,,
11/18/2021,7.254,,,
11/19/2021,1.31975,,,
11/20/2021,2.02625,,,
11/21/2021,3.93225,,,
11/22/2021,0.26075,,,
11/23/2021,-0.888,,,
11/24/2021,1.56025,,,
11/25/2021,4.73325,,,
11/26/2021,-0.807,,,
11/27/2021,-1.9875,,,
11/28/2021,-1.724,,,
11/29/2021,-3.06375,,,
11/30/2021,-0.969,,,
12/1/2021,1.03375,,,
12/2/2021,4.685,,,
12/3/2021,-0.178,,,
12/4/2021,0.68025,,,
12/5/2021,-0.08975,,,
12/6/2021,3.121,,,
12/7/2021,-3.26125,,,
12/8/2021,-4.654,,,
12/9/2021,-4.061,,,
12/10/2021,1.15275,,,
12/11/2021,8.45625,,,
12/12/2021,2.24225,,,
12/13/2021,3.91675,,,
12/14/2021,2.4625,,,
12/15/2021,4.4895,,,
12/16/2021,11.8465,,,
12/17/2021,1.89475,,,
12/18/2021,-1.752,,,
12/19/2021,-6.811,,,
12/20/2021,-3.55775,,,
12/21/2021,-1.19025,,,
12/22/2021,-2.49225,,,
12/23/2021,-5.222,,,
12/24/2021,-0.75675,,,
12/25/2021,2.203,,,
12/26/2021,-0.1175,,,
12/27/2021,-2.4535,,,
12/28/2021,0.577,,,
12/29/2021,-0.136,,,
12/30/2021,0.26875,,,
12/31/2021,2.12325,,,
1/1/2022,1.608,,,
1/2/2022,-6.1875,,,
1/3/2022,-8.85125,,,
1/4/2022,-3.987,,,
1/5/2022,-0.2875,,,
1/6/2022,-5.14325,,,
1/7/2022,-8.0245,,,
1/8/2022,-7.6745,,,
1/9/2022,-0.66275,,,
1/10/2022,-9.3305,,,
1/11/2022,-14.78075,,,
1/12/2022,-1.932,,,
1/13/2022,-2.65825,,,
1/14/2022,-10.00425,,,
1/15/2022,-17.35075,,,
1/16/2022,-8.52225,,,
1/17/2022,-5.02275,,,
1/18/2022,-7.41125,,,
1/19/2022,-0.89425,,,
1/20/2022,-14.52125,,,
1/21/2022,-16.815,,,
1/22/2022,-11.829,,,
1/23/2022,-10.1585,,,
1/24/2022,-11.6405,,,
1/25/2022,-11.12125,,,
1/26/2022,-14.42675,,,
1/27/2022,-8.96325,,,
1/28/2022,-14.8885,,,
1/29/2022,-17.50075,,,
1/30/2022,-11.63425,,,
1/31/2022,-8.72,,,
2/1/2022,-5.4075,,,
2/2/2022,0.2105,,,
2/3/2022,-7.88825,,,
2/4/2022,-13.45925,,,
2/5/2022,-14.97125,,,
2/6/2022,-7.172,,,
2/7/2022,-3.7055,,,
2/8/2022,-6.9735,,,
2/9/2022,-3.4625,,,
2/10/2022,-0.49675,,,
2/11/2022,-1.33525,,,
2/12/2022,-5.2835,,,
2/13/2022,-14.828,,,
2/14/2022,-13.76575,,,
2/15/2022,-9.26225,,,
2/16/2022,0.6025,,,
2/17/2022,2.41225,,,
2/18/2022,-9.75725,,,
2/19/2022,-8.82225,,,
2/20/2022,-5.41925,,,
2/21/2022,0.85175,,,
2/22/2022,-0.028,,,
2/23/2022,-3.32525,,,
2/24/2022,-9.50125,,,
2/25/2022,-9.67875,,,
2/26/2022,-8.79325,,,
2/27/2022,-4.67,,,
2/28/2022,-10.31925,,,
3/1/2022,-2.9945,,,
3/2/2022,-3.0885,,,
3/3/2022,-8.426,,,
3/4/2022,-6.81,,,
3/5/2022,-3.162,,,
3/6/2022,5.8255,,,
3/7/2022,-0.248,,,
3/8/2022,-2.8075,,,
3/9/2022,-1.361,,,
3/10/2022,-1.252,,,
3/11/2022,-1.837,,,
3/12/2022,-6.5715,,,
3/13/2022,-7.245,,,
3/14/2022,-0.638,,,
3/15/2022,-0.11225,,,
3/16/2022,1.06,,,
3/17/2022,8.531,,,
3/18/2022,7.62325,,,
3/19/2022,5.889,,,
3/20/2022,4.1705,,,
3/21/2022,4.40075,,,
3/22/2022,1.89125,,,
3/23/2022,1.078,,,
3/24/2022,6.6905,,,
3/25/2022,3.22675,,,
3/26/2022,2.411,,,
3/27/2022,-5.20225,,,
3/28/2022,-9.28575,,,
3/29/2022,-4.8705,,,
3/30/2022,-1.5085,,,
3/31/2022,8.86575,,,
4/1/2022,0.598,,,
4/2/2022,1.029,,,
4/3/2022,1.951,,,
4/4/2022,2.39425,,,
4/5/2022,4.703,,,
4/6/2022,7.19275,,,
4/7/2022,8.713,,,
4/8/2022,4.905,,,
4/9/2022,3.539,,,
4/10/2022,2.39975,,,
4/11/2022,5.71325,,,
4/12/2022,10.0945,,,
4/13/2022,13.15875,,,
4/14/2022,11.7725,,,
4/15/2022,7.5525,,,
4/16/2022,3.1275,,,
4/17/2022,1.2145,,,
4/18/2022,1.59575,,,
4/19/2022,1.89925,,,
4/20/2022,4.04075,,,
4/21/2022,7.352,,,
4/22/2022,6.922,,,
4/23/2022,6.02225,,,
4/24/2022,10.258,,,
4/25/2022,12.6745,,,
4/26/2022,5.94725,,,
4/27/2022,0.10375,,,
4/28/2022,2.14925,,,
4/29/2022,4.93775,,,
4/30/2022,7.09575,,,
5/1/2022,7.23625,,,
5/2/2022,9.7335,,,
5/3/2022,9.56,,,
5/4/2022,9.70275,,,
5/5/2022,8.82325,,,
5/6/2022,10.5645,,,
5/7/2022,9.33425,,,
5/8/2022,8.927,,,
5/9/2022,11.33025,,,
5/10/2022,13.79775,,,
5/11/2022,16.8135,,,
5/12/2022,18.4045,,,
5/13/2022,19.01425,,,
5/14/2022,18.96,,,
5/15/2022,20.214,,,
5/16/2022,12.76175,,,
5/17/2022,9.44975,,,
5/18/2022,8.83825,,,
5/19/2022,12.613,,,
5/20/2022,17.35875,,,
5/21/2022,20.93325,,,
5/22/2022,13.13425,,,
5/23/2022,10.167,,,
5/24/2022,11.482,,,
5/25/2022,13.3235,,,
5/26/2022,18.12225,,,
5/27/2022,18.46375,,,
5/28/2022,15.38775,,,
5/29/2022,17.5,,,
5/30/2022,21.1605,,,
5/31/2022,23.67825,,,
6/1/2022,21.24875,,,
6/2/2022,14.563,,,
6/3/2022,15.34225,,,
6/4/2022,12.2315,,,
6/5/2022,15.23825,,,
6/6/2022,15.7025,,,
6/7/2022,16.1615,,,
6/8/2022,15.38275,,,
6/9/2022,14.5815,,,
6/10/2022,15.16825,,,
6/11/2022,16.913,,,
6/12/2022,17.36875,,,
6/13/2022,15.76425,,,
6/14/2022,18.76375,,,
6/15/2022,20.2595,,,
6/16/2022,23.24725,,,
6/17/2022,18.71175,,,
6/18/2022,11.811,,,
6/19/2022,12.68025,,,
6/20/2022,16.5175,,,
6/21/2022,22.405,,,
6/22/2022,25.60525,,,
6/23/2022,19.167,,,
6/24/2022,19.7675,,,
6/25/2022,22.8635,,,
6/26/2022,22.39725,,,
6/27/2022,15.457,,,
6/28/2022,15.94575,,,
6/29/2022,16.6935,,,
6/30/2022,19.3715,,,
7/1/2022,22.2215,,,
7/2/2022,19.10275,,,
7/3/2022,18.11225,,,
7/4/2022,19.86825,,,
7/5/2022,18.54225,,,
7/6/2022,18.19825,,,
7/7/2022,19.14775,,,
7/8/2022,19.91,,,
7/9/2022,16.5865,,,
7/10/2022,19.53875,,,
7/11/2022,21.5795,,,
7/12/2022,21.59775,,,
7/13/2022,17.787,,,
7/14/2022,18.3825,,,
7/15/2022,19.14625,,,
7/16/2022,21.5825,,,
7/17/2022,21.77725,,,
7/18/2022,21.30975,,,
7/19/2022,24.7425,,,
7/20/2022,26.39125,,,
7/21/2022,23.19925,,,
7/22/2022,23.526,,,
7/23/2022,25.9635,,,
7/24/2022,21.92375,,,
7/25/2022,19.0755,,,
7/26/2022,18.795,,,
7/27/2022,21.22575,,,
7/28/2022,22.33175,,,
7/29/2022,20.23825,,,
7/30/2022,19.515,,,
7/31/2022,21.9635,,,
8/1/2022,22.17,,,
8/2/2022,20.361,,,
8/3/2022,19.968,,,
8/4/2022,23.816,,,
8/5/2022,22.766,,,
8/6/2022,25.19525,,,
8/7/2022,26.98375,,,
8/8/2022,23.74275,,,
8/9/2022,19.35925,,,
8/10/2022,19.906,,,
8/11/2022,19.56175,,,
8/12/2022,17.434,,,
8/13/2022,18.26725,,,
8/14/2022,19.1635,,,
8/15/2022,20.4835,,,
8/16/2022,19.46625,,,
8/17/2022,20.40275,,,
8/18/2022,20.71375,,,
8/19/2022,21.96675,,,
8/20/2022,23.40375,,,
8/21/2022,20.6285,,,
8/22/2022,19.50725,,,
8/23/2022,20.82425,,,
8/24/2022,21.401,,,
8/25/2022,19.356,,,
8/26/2022,19.12425,,,
8/27/2022,16.61625,,,
8/28/2022,19.94325,,,
8/29/2022,23.7115,,,
8/30/2022,21.5165,,,
8/31/2022,18.89475,,,
9/1/2022,16.356,,,
9/2/2022,20.30025,,,
9/3/2022,22.4685,,,
9/4/2022,17.375,,,
9/5/2022,17.35175,,,
9/6/2022,17.19625,,,
9/7/2022,18.3755,,,
9/8/2022,18.34075,,,
9/9/2022,19.43425,,,
9/10/2022,21.07225,,,
9/11/2022,19.24,,,
9/12/2022,18.9525,,,
9/13/2022,15.64025,,,
9/14/2022,16.5275,,,
9/15/2022,11.9445,,,
9/16/2022,15.59225,,,
9/17/2022,18.1245,,,
9/18/2022,20.096,,,
9/19/2022,19.87075,,,
9/20/2022,18.36025,,,
9/21/2022,20.45,,,
9/22/2022,12.54825,,,
9/23/2022,7.92325,,,
9/24/2022,11.3845,,,
9/25/2022,13.49825,,,
9/26/2022,11.71275,,,
9/27/2022,12.04875,,,
9/28/2022,10.4155,,,
9/29/2022,9.8915,,,
9/30/2022,10.44675,,,
10/1/2022,12.3555,,,
10/2/2022,9.14125,,,
10/3/2022,8.185,,,
10/4/2022,10.76425,,,
10/5/2022,14.68475,,,
10/6/2022,15.90575,,,
10/7/2022,8.7165,,,
10/8/2022,5.70475,,,
10/9/2022,8.9585,,,
10/10/2022,8.419,,,
10/11/2022,12.3835,,,
10/12/2022,15.244,,,
10/13/2022,12.5975,,,
10/14/2022,7.57875,,,
10/15/2022,9.05,,,
10/16/2022,8.21025,,,
10/17/2022,6.58525,,,
10/18/2022,3.09625,,,
10/19/2022,4.7035,,,
10/20/2022,3.08775,,,
10/21/2022,7.4365,,,
10/22/2022,13.61175,,,
10/23/2022,13.0975,,,
10/24/2022,11.98875,,,
10/25/2022,13.033,,,
10/26/2022,11.8845,,,
10/27/2022,6.01525,,,
10/28/2022,4.94025,,,
10/29/2022,7.04075,,,
10/30/2022,8.3685,,,
10/31/2022,8.70075,,,
11/1/2022,13.12075,,,
11/2/2022,10.30225,,,
11/3/2022,10.2375,,,
11/4/2022,13.013,,,
11/5/2022,17.889,,,
11/6/2022,14.31175,,,
11/7/2022,9.33325,,,
11/8/2022,4.1825,,,
11/9/2022,6.5855,,,
11/10/2022,12.6135,,,
11/11/2022,11.876,,,
11/12/2022,6.47175,,,
11/13/2022,0.8655,,,
11/14/2022,-1.0925,,,
11/15/2022,-1.9065,,,
11/16/2022,-2.68875,,,
11/17/2022,-3.5285,,,
11/18/2022,-2.97825,,,
11/19/2022,-5.1485,,,
11/20/2022,-6.10375,,,
11/21/2022,-2.7265,,,
11/22/2022,-1.5635,,,
11/23/2022,0.77475,,,
11/24/2022,3.00575,,,
11/25/2022,4.426,,,
11/26/2022,4.52675,,,
11/27/2022,3.71825,,,
11/28/2022,1.55425,,,
11/29/2022,1.9245,,,
11/30/2022,3.62225,,,
12/1/2022,-1.09025,,,
12/2/2022,0.417,,,
12/3/2022,4.68525,,,
12/4/2022,-0.9975,,,
12/5/2022,1.1445,,,
12/6/2022,3.017,,,
12/7/2022,4.5865,,,
12/8/2022,1.891,,,
12/9/2022,-1.19975,,,
12/10/2022,-2.69425,,,
12/11/2022,-1.631,,,
12/12/2022,-4.05975,,,
12/13/2022,-5.97525,,,
12/14/2022,-4.98,,,
12/15/2022,-0.2825,,,
12/16/2022,-0.37025,,,
12/17/2022,-4.2725,,,
12/18/2022,-3.17275,,,
12/19/2022,-3.4565,,,
12/20/2022,-5.0135,,,
12/21/2022,-4.69625,,,
12/22/2022,-0.66825,,,
12/23/2022,-4.6875,,,
12/24/2022,-11.8185,,,
12/25/2022,-7.793,,,
12/26/2022,-8.415,,,
12/27/2022,-6.206,,,
12/28/2022,-0.769,,,
12/29/2022,3.3345,,,
12/30/2022,7.27225,,,
12/31/2022,5.448,,,
1/1/2023,1.84525,,,
1/2/2023,2.4455,,,
1/3/2023,1.7125,,,
1/4/2023,1.976,,,
1/5/2023,2.42125,,,
1/6/2023,1.6585,,,
1/7/2023,-0.97925,,,
1/8/2023,-3.11175,,,
1/9/2023,-1.20025,,,
1/10/2023,-2.03775,,,
1/11/2023,-2.55325,,,
1/12/2023,0.12375,,,
1/13/2023,-4.07875,,,
1/14/2023,-8.993,,,
1/15/2023,-7.1005,,,
1/16/2023,-4.061,,,
1/17/2023,-0.27025,,,
1/18/2023,1.675,,,
1/19/2023,0.2585,,,
1/20/2023,0.38875,,,
1/21/2023,-1.6665,,,
1/22/2023,-1.49525,,,
1/23/2023,-1.7275,,,
1/24/2023,-1.1085,,,
1/25/2023,-1.352,,,
1/26/2023,-2.52775,,,
1/27/2023,-3.6915,,,
1/28/2023,-2.39425,,,
1/29/2023,-4.4585,,,
1/30/2023,-9.31725,,,
1/31/2023,-10.8365,,,
2/1/2023,-12.27975,,,
2/2/2023,-6.829,,,
2/3/2023,-17.6065,,,
2/4/2023,-16.0595,,,
2/5/2023,-0.36525,,,
2/6/2023,-4.82825,,,
2/7/2023,-1.48025,,,
2/8/2023,-0.37375,,,
2/9/2023,-0.07125,,,
2/10/2023,1.064,,,
2/11/2023,-2.42525,,,
2/12/2023,1.13875,,,
2/13/2023,1.62575,,,
2/14/2023,2.17375,,,
2/15/2023,7.43625,,,
2/16/2023,0.7185,,,
2/17/2023,-7.00425,,,
2/18/2023,-5.54025,,,
2/19/2023,1.44825,,,
2/20/2023,1.806,,,
2/21/2023,0.0445,,,
2/22/2023,-3.32525,,,
2/23/2023,-7.44425,,,
2/24/2023,-9.98475,,,
2/25/2023,-9.04925,,,
2/26/2023,-3.49725,,,
2/27/2023,-5.489,,,
2/28/2023,-0.1515,,,
3/1/2023,-2.25625,,,
3/2/2023,-0.303,,,
3/3/2023,-1.87275,,,
3/4/2023,-1.429,,,
3/5/2023,-1.51875,,,
3/6/2023,-1.992,,,
3/7/2023,-2.53125,,,
3/8/2023,-3.449,,,
3/9/2023,-2.63275,,,
3/10/2023,-1.588,,,
3/11/2023,-5.0845,,,
3/12/2023,-5.737,,,
3/13/2023,-3.43375,,,
3/14/2023,-4.86025,,,
3/15/2023,-3.73175,,,
3/16/2023,0.97825,,,
3/17/2023,3,,,
3/18/2023,-3.164,,,
3/19/2023,-4.25625,,,
3/20/2023,-0.32025,,,
3/21/2023,2.319,,,
3/22/2023,2.87525,,,
3/23/2023,4.1615,,,
3/24/2023,0.023,,,
3/25/2023,1.43475,,,
3/26/2023,2.597,,,
3/27/2023,1.53275,,,
3/28/2023,2.6825,,,
3/29/2023,0.31725,,,
3/30/2023,-2.16275,,,
3/31/2023,0.2475,,,
4/1/2023,5.82,,,
4/2/2023,-1.73675,,,
4/3/2023,5.12875,,,
4/4/2023,6.48825,,,
4/5/2023,5.289,,,
4/6/2023,7.89375,,,
4/7/2023,1.224,,,
4/8/2023,1.2765,,,
4/9/2023,3.5955,,,
4/10/2023,11.42,,,
4/11/2023,13.37875,,,
4/12/2023,16.77175,,,
4/13/2023,18.1875,,,
4/15/2023,18.706,,,
4/16/2023,17.31675,,,
4/17/2023,6.483,,,
4/18/2023,1.94625,,,
4/19/2023,2.98975,,,
4/20/2023,5.266,,,
4/21/2023,10.38825,,,
4/22/2023,7.5795,,,
4/23/2023,4.955,,,
4/24/2023,4.12125,,,
4/25/2023,4.4315,,,
4/26/2023,4.049,,,
4/27/2023,5.22925,,,
4/28/2023,7.95925,,,
4/29/2023,7.4125,,,
4/30/2023,7.53225,,,
5/1/2023,6.18775,,,
5/2/2023,3.87625,,,
5/3/2023,4.9165,,,
5/4/2023,7.5645,,,
5/5/2023,9.32225,,,
5/6/2023,11.267,,,
5/7/2023,10.7355,,,
5/8/2023,11.69475,,,
5/9/2023,10.1775,,,
5/10/2023,13.34575,,,
5/11/2023,17.0895,,,
5/12/2023,18.615,,,
5/13/2023,15.8,,,
5/14/2023,10.3745,,,
5/15/2023,12.1755,,,
5/16/2023,13.664,,,
5/17/2023,4.9125,,,
5/18/2023,7.037,,,
5/19/2023,13.2255,,,
5/20/2023,12.76725,,,
5/21/2023,14.7385,,,
5/22/2023,12.4245,,,
5/23/2023,14.50425,,,
5/24/2023,12.05625,,,
5/25/2023,8.3825,,,
5/26/2023,11.829,,,
5/27/2023,15.95225,,,
5/28/2023,17.5355,,,
5/29/2023,18.3505,,,
5/30/2023,19.60575,,,
5/31/2023,22.21875,,,
6/1/2023,23.1125,,,
6/2/2023,22.4765,,,
6/3/2023,18.8735,,,
6/4/2023,16.29675,,,
6/5/2023,17.46675,,,
6/6/2023,16.04825,,,
6/7/2023,13.572,,,
6/8/2023,14.3975,,,
6/9/2023,14.36025,,,
6/10/2023,18.09975,,,
6/11/2023,16.901,,,
6/12/2023,14.29325,,,
6/13/2023,12.49075,,,
6/14/2023,13.75525,,,
6/15/2023,15.40175,,,
6/16/2023,15.9315,,,
6/17/2023,16.65225,,,
6/18/2023,18.2625,,,
6/19/2023,18.48125,,,
6/20/2023,19.85625,,,
6/21/2023,20.39725,,,
6/22/2023,19.8005,,,
6/23/2023,19.0915,,,
6/24/2023,20.37925,,,
6/25/2023,21.2255,,,
6/26/2023,19.907,,,
6/27/2023,17.90375,,,
6/28/2023,16.80575,,,
6/29/2023,17.81525,,,
6/30/2023,19.988,,,
7/1/2023,22.127,,,
7/2/2023,20.7835,,,
7/3/2023,20.5205,,,
7/4/2023,23.79525,,,
7/5/2023,24.26575,,,
7/6/2023,23.53925,,,
7/7/2023,19.585,,,
7/8/2023,17.93275,,,
7/9/2023,18.445,,,
7/10/2023,20.5905,,,
7/11/2023,21.80525,,,
7/12/2023,17.94675,,,
7/13/2023,19.36925,,,
7/14/2023,19.21325,,,
7/15/2023,19.019,,,
7/16/2023,20.99625,,,
7/17/2023,20.525,,,
7/18/2023,19.57575,,,
7/19/2023,18.914,,,
7/20/2023,20.4695,,,
7/21/2023,19.297,,,
7/22/2023,20.14875,,,
7/23/2023,19.86875,,,
7/24/2023,20.82975,,,
7/25/2023,21.78975,,,
7/26/2023,22.26675,,,
7/27/2023,23.493,,,
7/28/2023,24.34,,,
7/29/2023,18.8155,,,
7/30/2023,17.70525,,,
7/31/2023,16.8915,,,
8/1/2023,17.10375,,,
8/2/2023,18.71725,,,
8/3/2023,21.804,,,
8/4/2023,20.861,,,
8/5/2023,18.56375,,,
8/6/2023,18.72575,,,
8/7/2023,20.98625,,,
8/8/2023,19.35425,,,
8/9/2023,21.24525,,,
8/10/2023,19.22525,,,
8/11/2023,19.25375,,,
8/12/2023,21.1545,,,
8/13/2023,18.368,,,
8/14/2023,18.57675,,,
8/15/2023,18.31775,,,
8/16/2023,20.48475,,,
8/17/2023,20.2355,,,
8/18/2023,15.77825,,,
8/19/2023,17.63975,,,
8/20/2023,20.8745,,,
8/21/2023,20.1555,,,
8/22/2023,17.632,,,
8/23/2023,16.29375,,,
8/24/2023,18.85475,,,
8/25/2023,20.70475,,,
8/26/2023,18.3745,,,
8/27/2023,15.00425,,,
8/28/2023,16.509,,,
8/29/2023,17.62625,,,
8/30/2023,15.37375,,,
8/31/2023,14.4485,,,
9/1/2023,17.055,,,
9/2/2023,18.213,,,
9/3/2023,22.47975,,,
9/4/2023,25.261,,,
9/5/2023,25.5045,,,
9/6/2023,25.3635,,,
9/7/2023,20.851,,,
9/8/2023,16.43775,,,
9/9/2023,15.64425,,,
9/10/2023,17.86525,,,
9/11/2023,17.63925,,,
9/12/2023,17.747,,,
