Date,Temperature,,,
2023-09-21,16.10225,,,
2023-09-22,16.507,,,
2023-09-23,15.37175,,,
2023-09-24,15.53575,,,
2023-09-25,16.11475,,,
2023-09-26,15.961,,,
2023-09-27,15.26425,,,
2023-09-28,14.98325,,,
2023-09-29,15.4725,,,
2023-09-30,16.724,,,
2023-10-01,18.1315,,,
2023-10-02,20.25275,,,
2023-10-03,21.76975,,,
2023-10-04,21.45225,,,
2023-10-05,20.861,,,
2023-10-06,16.566,,,
2023-10-07,10.28575,,,
2023-10-08,7.46975,,,
2023-10-09,8.443,,,
2023-10-10,8.6565,,,
2023-10-11,8.9835,,,
2023-10-12,8.604,,,
2023-10-13,8.6805,,,
2023-10-14,10.2485,,,
2023-10-15,7.459,,,
2023-10-16,9.7325,,,
2023-10-17,10.2025,,,
2023-10-18,9.23725,,,
2023-10-19,11.0375,,,
2023-10-20,12.33375,,,
2023-10-21,9.00025,,,
2023-10-22,6.2265,,,
2023-10-23,6.129,,,
2023-10-24,12.3155,,,
2023-10-25,17.738,,,
2023-10-26,17.2075,,,
2023-10-28,11.65725,,,
2023-10-29,4.8885,,,
2023-10-30,2.35375,,,
2023-10-31,0.66525,,,
2023-11-01,-0.65425,,,
2023-11-02,2.565,,,
2023-11-03,8.6285,,,
2023-11-04,9.53175,,,
2023-11-05,5.37125,,,
2023-11-06,8.153,,,
2023-11-07,7.435,,,
2023-11-08,-1.0495,,,
2023-11-09,4.121,,,
2023-11-10,4.674,,,
2023-11-11,1.0745,,,
2023-11-12,0.61875,,,
2023-11-13,4.70375,,,
2023-11-14,4.268,,,
2023-11-15,6.553,,,
2023-11-16,7.48525,,,
2023-11-17,8.86,,,
2023-11-18,2.188,,,
2023-11-19,1.8065,,,
2023-11-20,-2.0625,,,
2023-11-21,1.255,,,
2023-11-22,4.061,,,
2023-11-23,2.26375,,,
2023-11-24,-2.376,,,
2023-11-25,-0.8425,,,
2023-11-26,0.693,,,
2023-11-27,-0.22025,,,
2023-11-28,-4.2495,,,
2023-11-29,-3.57175,,,
2023-11-30,2.306,,,
2023-12-01,2.67325,,,
2023-12-02,0.8465,,,
2023-12-03,0.95525,,,
2023-12-04,1.795,,,
2023-12-05,-0.14275,,,
2023-12-06,-1.92125,,,
2023-12-07,1.6645,,,
2023-12-08,4.21575,,,
2023-12-09,8.59625,,,
2023-12-10,5.666,,,
2023-12-11,-0.17675,,,
2023-12-12,0.38625,,,
2023-12-13,-0.6675,,,
2023-12-14,1.0145,,,
2023-12-15,5.24225,,,
2023-12-16,4.315,,,
2023-12-17,4.94475,,,
2023-12-18,3.577,,,
2023-12-19,-3.26625,,,
2023-12-20,-0.49925,,,
2023-12-21,-1.813,,,
2023-12-22,-2.70125,,,
2023-12-23,0.51975,,,
2023-12-24,1.72325,,,
2023-12-25,3.9965,,,
2023-12-26,4.785,,,
2023-12-27,6.25175,,,
2023-12-28,5.39825,,,
2023-12-29,4.91375,,,
2023-12-30,0.02725,,,
2023-12-31,-0.37425,,,
